Rank,Name,Growth_Rate,Revenue,Industry,Employees,City,State
4274,LipoScience,0.58,54800000.0,Health,204,Raleigh,NC
4275,Academy Solutions Group,0.58,5700000.0,Government Services,33,Columbia,MD
4276,Atlas Travel,0.58,220600000.0,Travel & Hospitality,150,Milford,MA
4277,Arlington Resources,0.58,4600000.0,Human Resources,206,Rolling Meadows,IL
4278,Platte River Networks,0.58,4000000.0,IT Services,21,Denver,CO
4279,Iatric Systems,0.58,40800000.0,IT Services,298,Boxford,MA
4280,Transnational Foods,0.58,68000000.0,Food & Beverage,30,MIAMI,FL
4281,GNW-Evergreen Insurance Services,0.58,17000000.0,Insurance,92,Encino,CA
4282,WorkForce Software,0.58,30300000.0,Software,281,Livonia,MI
4283,ACFN Franchised,0.58,13500000.0,Financial Services,28,SAN JOSE,CA
4284,Defender Direct,0.57,394900000.0,Security,1923,Indianapolis,IN
4285,HyperDrive,0.57,2700000.0,Advertising & Marketing,18,Loveland,OH
4286,RuffaloCODY,0.57,81300000.0,Business Products & Services,4600,Cedar Rapids,IA
4287,LinguaLinx,0.57,4300000.0,Business Products & Services,32,Cohoes,NY
4288,Taradel,0.57,3900000.0,Advertising & Marketing,12,Glen Allen,VA
4289,Unistar-Sparco Computers,0.57,31000000.0,Computer Hardware,29,Millington,TN
4290,Porter's Office Products,0.57,7000000.0,Business Products & Services,23,Rexburg,ID
4291,Computerized Facility Integration,0.57,19100000.0,IT Services,104,Southfileld,MI
4292,Pinnacle Insurance,0.57,6100000.0,Insurance,54,Jacksonville,FL
4293,Travel Tribe,0.57,2800000.0,Travel & Hospitality,5,Westampton,NJ
4294,Cell Business Equipment,0.57,22400000.0,Business Products & Services,85,Irvine,CA
4295,MUD PIE,0.57,63400000.0,Consumer Products & Services,94,Stone Mountain,GA
4296,LEGACY Supply Chain Services,0.57,211500000.0,Logistics & Transportation,1369,Portsmouth,NH
4297,Centuria,0.57,28500000.0,IT Services,164,Reston,VA
4298,Cohesion,0.57,16200000.0,IT Services,173,Cincinnati,OH
4299,Protonex Technology,0.57,12200000.0,Engineering,65,Southborough,MA
4300,Corner Alliance,0.57,2800000.0,Government Services,22,Alexandria,VA
4301,ISITE Design,0.57,9300000.0,Advertising & Marketing,64,Portland,OR
4302,Strategic Systems,0.57,16600000.0,IT Services,91,Dublin,OH
4303,Performance Packaging,0.57,8400000.0,Manufacturing,9,Las Vegas,NV
4304,DataWiz,0.57,5200000.0,IT Services,32,Vienna,VA
4305,Towne Park,0.57,178900000.0,Human Resources,7052,Annapolis,MD
4306,Elite Custom Exteriors,0.57,12900000.0,Construction,160,Sandy,UT
4307,ItsHot.com,0.57,5700000.0,Retail,9,New York,NY
4308,Emerald Isle Landscaping,0.57,5000000.0,Construction,125,Centennial,CO
4309,Pool Contractors Supply,0.57,9000000.0,Business Products & Services,17,Memphis,TN
4310,StudyPoint,0.57,8500000.0,Education,44,Stoneham,MA
4311,Stevens Construction,0.57,15300000.0,Construction,26,Fort Myers,FL
4312,Alpha Card Services,0.57,16400000.0,Financial Services,60,Huntingdon Valley,PA
4313,SmartPak Equine,0.57,92500000.0,Consumer Products & Services,295,Plymouth,MA
4314,Max Technical Training,0.57,3100000.0,IT Services,22,Mason,OH
4315,Linhart Public Relations,0.57,5200000.0,Advertising & Marketing,28,Denver,CO
4316,Ambir Technology,0.57,8200000.0,Computer Hardware,16,Elmhurst,IL
4317,Trims Unlimited,0.57,3500000.0,Advertising & Marketing,5,Los Angeles,CA
4318,Bear Construction Company,0.57,92600000.0,Construction,165,Rolling Meadowns,IL
4319,Geonetric,0.57,7200000.0,Health,69,Cedar Rapids,IA
4320,Payment Alliance International,0.56,288700000.0,Financial Services,272,Louisville,KY
4321,S and Y Industries,0.56,11500000.0,Manufacturing,94,Winfield,KS
4322,Paperless Business Systems,0.56,5900000.0,Software,35,Seattle,WA
4323,EAC Product Development Solutions,0.56,14700000.0,Software,52,Burnsville,MN
4324,Alvarez Technology Group,0.56,3100000.0,IT Services,23,Salinas,CA
4325,SafeMart,0.56,9500000.0,Security,80,Saint Marys,KS
4326,Integrated Project Management,0.56,22200000.0,Business Products & Services,104,Burr Ridge,IL
4327,Snyder Environmental,0.56,5700000.0,Environmental Services,76,North Little Rock,AR
4328,AfterCollege,0.56,5800000.0,Education,30,San Francisco,CA
4329,Noodles & Company,0.56,300400000.0,Food & Beverage,7000,Broomfield,CO
4330,Intrust Group,0.56,4800000.0,IT Services,16,Blue Ash,OH
4331,Vology,0.56,121000000.0,Computer Hardware,213,Oldsmar,FL
4332,Vaught,0.56,4200000.0,Health,69,Beckley,WV
4333,Auction Systems,0.56,141900000.0,Business Products & Services,211,phoenix,AZ
4334,PayPros,0.56,239100000.0,Financial Services,198,Newark,CA
4335,New York Kids Club,0.56,12500000.0,Education,200,New York,NY
4336,Cyrus Innovation,0.56,5900000.0,Software,46,new york,NY
4337,Discount Two-Way Radio,0.56,9400000.0,Business Products & Services,30,Harbor City,CA
4338,Walton Signage,0.56,33700000.0,Manufacturing,122,San Antonio,TX
4339,Paradyme Management,0.56,6700000.0,IT Services,22,Greenbelt,MD
4340,DreamHost,0.56,41200000.0,IT Services,156,Los Angeles,CA
4341,Soliant Consulting,0.56,8800000.0,IT Services,47,Chicago,IL
4342,Ogletree Deakins,0.56,315000000.0,Business Products & Services,617,Greenville,SC
4343,TCG,0.56,12300000.0,Government Services,42,Washington,DC
4344,Yavapai Plumbing & Heating,0.55,2500000.0,Construction,18,Prescott Valley,AZ
4345,Sentinel Fence,0.55,5200000.0,Manufacturing,42,Lumberton,NC
4346,Overture Partners,0.55,27700000.0,IT Services,165,Newton,MA
4347,The Mount Vernon Company,0.55,23200000.0,Real Estate,19,Boston,MA
4348,EmeSec,0.55,7300000.0,Government Services,25,Reston,VA
4349,Maple Systems,0.55,9700000.0,Manufacturing,25,Everett,WA
4350,OstermanCron,0.55,18900000.0,Business Products & Services,22,Cincinnati,OH
4351,Wood Gutmann & Bogart,0.55,15400000.0,Insurance,96,Tustin,CA
4352,Kitware,0.55,21300000.0,Software,110,Clifton Park,NY
4353,Intelligent Logistics,0.55,9100000.0,Logistics & Transportation,22,Austin,TX
4354,Quality Controlled Manufacturing,0.55,14400000.0,Manufacturing,98,Santee,CA
4355,Mutual Shareholder Services,0.55,2700000.0,Financial Services,28,Broadview Heights,OH
4356,Appia Communications,0.55,11900000.0,Telecommunications,45,Traverse City,MI
4357,InReality,0.55,10900000.0,Business Products & Services,33,Atlanta,GA
4358,Main Event Caterers,0.55,7300000.0,Food & Beverage,49,Arlington,VA
4359,PHT,0.55,59900000.0,Software,272,Boston,MA
4360,Long Term Solutions,0.55,10000000.0,Health,74,Natick,MA
4361,AveYou Beauty Boutique,0.55,4000000.0,Retail,19,Belmar,NJ
4362,Batteries Plus Bulbs,0.55,180900000.0,Retail,490,Hartland,WI
4363,TransPerfect,0.55,341300000.0,Business Products & Services,2218,New York,NY
4364,Acclaris,0.55,23900000.0,Business Products & Services,600,Tampa,FL
4365,Baker & Hostetler,0.55,510500000.0,Business Products & Services,810,Cleveland,OH
4366,DMD Data Systems,0.55,16400000.0,IT Services,16,Frankfort,KY
4367,Sunshine Rentals,0.55,2200000.0,Travel & Hospitality,33,Vista,CA
4368,Softdocs,0.55,5200000.0,Software,58,Columbia,SC
4369,allen printing,0.55,7300000.0,Business Products & Services,78,nashville,TN
4370,Integrity Alarms,0.55,6600000.0,Security,30,Fullerton,CA
4371,NeoGov,0.55,12600000.0,Software,1,El Segunod,CA
4372,Jonathan's Grille,0.55,7400000.0,Food & Beverage,200,Franklin,TN
4373,CompareNetworks,0.55,17300000.0,Media,77,South San Francisco,CA
4374,PEAK Resources,0.54,49800000.0,IT Services,37,Denver,CO
4375,Cypress Benefit Administrators,0.54,7500000.0,Insurance,94,Appleton,WI
4376,Nitel,0.54,49200000.0,Telecommunications,96,Chicago,IL
4377,ADMET,0.54,4300000.0,Manufacturing,18,Norwood,MA
4378,Jung Express,0.54,8700000.0,Logistics & Transportation,26,Milwaukee,WI
4379,Cold Jet,0.54,39700000.0,Manufacturing,146,Loveland,OH
4380,Marlin Network,0.54,11300000.0,Advertising & Marketing,113,Springfield,MO
4381,Highland Forwarding,0.54,12800000.0,Logistics & Transportation,20,Bedford,NH
4382,Digital Financial Group,0.54,9600000.0,Financial Services,21,Salt Lake City,UT
4383,ComRent,0.54,30200000.0,Energy,91,Owings,MD
4384,Lex Products,0.54,51100000.0,Manufacturing,201,Shelton,CT
4385,Tidewater Fleet Supply,0.54,24900000.0,Logistics & Transportation,95,Chesapeake,VA
4386,Acclivity,0.54,7700000.0,Software,57,Rockaway,NJ
4387,Golfballs.com,0.54,16000000.0,Retail,53,Lafayette,LA
4388,Cottonwood Financial,0.54,195400000.0,Financial Services,930,Irving,TX
4389,Cast Aluminum Solutions,0.54,12000000.0,Manufacturing,55,Batavia,IL
4390,Globaltek Components,0.54,7500000.0,Computer Hardware,25,Milton,NH
4391,ITN International,0.54,8500000.0,Travel & Hospitality,50,Bethesda,MD
4392,Office Xpress,0.54,5500000.0,Consumer Products & Services,21,Canoga Park,CA
4393,Rhythmlink International,0.54,9300000.0,Manufacturing,30,Columbia,SC
4394,Home Trends & Design,0.54,9100000.0,Consumer Products & Services,18,Austin,TX
4395,Airsis,0.54,5800000.0,Business Products & Services,31,San Diego,CA
4396,Lusive Decor,0.54,8100000.0,Travel & Hospitality,64,Los Angeles,CA
4397,Leonard Consulting,0.54,6600000.0,Government Services,6,Salt Lake,UT
4398,Natural Way Lawn & Tree Care,0.54,6600000.0,Consumer Products & Services,75,Lake Orion,MI
4399,Direct Agents,0.54,22700000.0,Advertising & Marketing,47,New York,NY
4400,Northwest Crane Service,0.54,33700000.0,Construction,89,Woodward,OK
4401,Team Builders Plus,0.54,2300000.0,Human Resources,14,MARLTON,NJ
4402,Meredith Digital,0.54,6700000.0,Computer Hardware,19,Santa Ana,CA
4403,APG Technologies,0.54,4500000.0,IT Services,18,Potomac Falls,VA
4404,Atomic Tattoos,0.54,4700000.0,Retail,125,Largo,FL
4405,NorthStar Anesthesia,0.54,129800000.0,Health,553,Arlington,TX
4406,Nu Info Systems,0.54,7800000.0,IT Services,60,West Palm Beach,FL
4407,Porter Capital,0.53,10300000.0,Financial Services,47,Birmingham,AL
4408,Offit Kurman,0.53,37600000.0,Business Products & Services,188,Maple Lawn,MD
4409,AMSYS Innovative Solutions,0.53,2000000.0,IT Services,15,Houston,TX
4410,Fine Solutions,0.53,3800000.0,Business Products & Services,30,Lynnwood,WA
4411,Guidant Financial,0.53,13200000.0,Financial Services,77,Bellevue,WA
4412,Cornerstone Systems,0.53,211100000.0,Logistics & Transportation,138,Memphis,TN
4413,First Edge Solutions,0.53,10900000.0,Advertising & Marketing,88,Milwaukee,WI
4414,GW & Wade,0.53,31600000.0,Financial Services,56,Wellesley,MA
4415,Diversified Information Technologies,0.53,58500000.0,IT Services,707,Scranton,PA
4416,Autoline Industries,0.53,3300000.0,Manufacturing,11,Gilbert,AZ
4417,Ingenium,0.53,5700000.0,Environmental Services,30,Escondido,CA
4418,Tenacity Solutions,0.53,32500000.0,IT Services,130,Reston,VA
4419,Trinet Internet Solutions,0.53,7300000.0,IT Services,50,Irvine,CA
4420,Carolina Tree Care,0.53,18500000.0,Construction,275,Concord,NC
4421,MayoSeitz Media,0.53,39500000.0,Advertising & Marketing,26,Blue Bell,PA
4422,BPA International,0.53,5400000.0,Telecommunications,139,Carle Place,NY
4423,GTM Sportswear,0.53,76900000.0,Manufacturing,837,Manhattan,KS
4424,Ares Sportswear,0.53,10600000.0,Manufacturing,86,Hilliard,OH
4425,The Odell Studner Group,0.53,9700000.0,Insurance,44,Radnor,PA
4426,TengoInternet,0.53,4200000.0,Telecommunications,19,austin,TX
4427,Sunshine Minting,0.53,706100000.0,Manufacturing,280,Coeur D' Alene,ID
4428,i9 Sports,0.53,5300000.0,Consumer Products & Services,52,Riverview,FL
4429,ImageMedia.com,0.53,4600000.0,Advertising & Marketing,34,Tarpon Springs,FL
4430,Commotion Promotions,0.53,10700000.0,Advertising & Marketing,28,Phoenix,AZ
4431,A1 Express Delivery Service,0.53,6100000.0,Logistics & Transportation,28,Atlanta,GA
4432,C2C Outdoor,0.53,27700000.0,Advertising & Marketing,12,New York,NY
4433,DaySmart Software,0.53,5000000.0,Software,32,Wixom,MI
4434,SchoolWires,0.53,14000000.0,Education,128,State College,PA
4435,The Davis Companies,0.53,37600000.0,Human Resources,61,Marlborough,MA
4436,Novus Medical Detox,0.53,3100000.0,Health,27,New Port Richey,FL
4437,AmeriQuest Business Services,0.53,537600000.0,Business Products & Services,150,Cherry Hill,NJ
4438,Stake Center Locating,0.53,21000000.0,Construction,279,Salt Lake City,UT
4439,Quaker Steak & Lube,0.53,38400000.0,Food & Beverage,44,Sharon,PA
4440,Redspin,0.53,3600000.0,Security,19,Carpinteria,CA
4441,Data Weighing Systems,0.53,6700000.0,Business Products & Services,20,Elk Grove Village IL,IL
4442,"Comfort Supply (Nashville, TN)",0.53,19500000.0,Construction,40,Nashville,TN
4443,Workplace Options,0.53,38400000.0,Human Resources,452,Raleigh,NC
4444,House of Antique Hardware,0.53,12700000.0,Retail,37,Portland,OR
4445,Perceptronics Solutions,0.52,3800000.0,Software,25,Falls Church,VA
4446,The T1 Company,0.52,2800000.0,IT Services,10,Cleveland,OH
4447,Select Office Suites,0.52,7600000.0,Real Estate,21,New York,NY
4448,The Atlantic Group,0.52,64300000.0,Business Products & Services,51,New York,NY
4449,Rising Medical Solutions,0.52,30700000.0,Health,238,Chicago,IL
4450,The Benecon Group,0.52,24900000.0,Insurance,70,Lititz,PA
4451,Solve IT,0.52,2100000.0,IT Services,25,Lakewood,CO
4452,Edgeware Computers,0.52,3100000.0,Software,34,Marietta,GA
4453,ePath Learning,0.52,3400000.0,Software,32,New London,CT
4454,UniFocus,0.52,10400000.0,Travel & Hospitality,84,Carrollton,TX
4455,Fish Window Cleaning Services,0.52,6100000.0,Business Products & Services,28,Manchester,MO
4456,NetTime Solutions,0.52,4700000.0,Software,36,Scottsdale,AZ
4457,InterRel Consulting Partners,0.52,9200000.0,IT Services,38,Arlington,TX
4458,Cole Wire & Cable Co.,0.52,5200000.0,Manufacturing,15,Lincolnshire,IL
4459,Belcan,0.52,688700000.0,Engineering,10000,Cincinnati,OH
4460,CSSS.net,0.52,23700000.0,IT Services,152,Washington,DC
4461,Medical Emergency Professionals,0.52,63900000.0,Health,170,Germantown,MD
4462,Liberty Paper,0.52,24300000.0,Business Products & Services,16,LOS ANGELES,CA
4463,Mayor Logistics,0.52,5800000.0,Logistics & Transportation,10,Gardena,CA
4464,FST Logistics,0.52,53100000.0,Logistics & Transportation,240,Columbus,OH
4465,OpenLink,0.52,304300000.0,Software,1271,Uniondale,NY
4466,Ashco Exteriors,0.52,9200000.0,Construction,17,Champlin,MN
4467,Blue Telescope,0.52,3400000.0,Media,9,New York,NY
4468,Palm Beach Tan,0.52,101800000.0,Retail,1268,Coppell,TX
4469,DentalPlans.com,0.52,28100000.0,Health,155,Plantation,FL
4470,Salas O'Brien Engineering,0.52,16700000.0,Engineering,105,San Jose,CA
4471,KJ Technology Consulting,0.51,4000000.0,IT Services,13,New York,NY
4472,Revenue Enterprises,0.51,4200000.0,Financial Services,57,Aurora,CO
4473,Summit Technology,0.51,10100000.0,IT Services,43,Athens,AL
4474,Sam Schwartz Engineering,0.51,16800000.0,Engineering,94,New York,NY
4475,Presentation Products,0.51,9700000.0,Engineering,29,New York,NY
4476,Team IP,0.51,6300000.0,Retail,22,Stuart,FL
4477,Fulfillment Strategies International,0.51,7900000.0,Logistics & Transportation,52,Austell,GA
4478,PCA Skin,0.51,22500000.0,Health,84,Scottsdale,AZ
4479,Planes Companies,0.51,103700000.0,Logistics & Transportation,386,West Chester,OH
4480,Dazadi.com,0.51,7300000.0,Retail,16,West Hills,CA
4481,MedPro Rx,0.51,76300000.0,Health,43,Raleigh,NC
4482,Goff's Enterprises,0.51,6900000.0,Manufacturing,42,Pewaukee,WI
4483,Schmidt Real Estate,0.51,41600000.0,Real Estate,740,Traverse City,MI
4484,Tuscany Pavers,0.51,2500000.0,Construction,14,San Diego,CA
4485,Triage Staffing,0.51,24300000.0,Health,260,Omaha,NE
4486,AutoClaims Direct,0.51,8700000.0,Insurance,39,Carlsbad,CA
4487,TPG TeleManagement,0.51,14600000.0,Business Products & Services,209,Omaha,NE
4488,AXIOM Sales Force Development,0.51,5800000.0,Business Products & Services,25,Richardson,TX
4489,DiscountRamps.com,0.51,24000000.0,Retail,45,West Bend,WI
4490,Catseye Pest Control,0.51,9000000.0,Consumer Products & Services,62,Castleton,NY
4491,Network Automation,0.51,5700000.0,Software,33,Los Angeles,CA
4492,Goldfish Swim School,0.51,2600000.0,Education,50,Birmingham,MI
4493,CuffLinks.com,0.51,6300000.0,Retail,18,Dallas,TX
4494,New England Investment,0.51,4200000.0,Financial Services,15,North Andover,MA
4495,CoreSys Consulting Services,0.51,5600000.0,IT Services,30,Alexandria,VA
4496,Prellwitz Chilinski Associates,0.5,8500000.0,Construction,38,Cambridge,MA
4497,PowerPhone,0.5,4000000.0,Government Services,27,Madison,CT
4498,Legacy Housing,0.5,69900000.0,Manufacturing,300,Fort Worth,TX
4499,Launch Agency,0.5,4300000.0,Advertising & Marketing,29,Carrollton,TX
4500,Pedersen Worldwide,0.5,41300000.0,Retail,808,Sandy,UT
4501,BrandMuscle,0.5,68000000.0,Software,565,Chicago,IL
4502,AVID Technical Resources,0.5,12900000.0,IT Services,32,Boston,MA
4503,Adventure Life,0.5,10700000.0,Travel & Hospitality,19,Missoula,MT
4504,Arc Aspicio,0.5,7300000.0,Government Services,33,Arlington,VA
4505,Moss Telecom,0.5,10900000.0,Telecommunications,61,Grand Rapids,MI
4506,NumberWorks,0.5,9500000.0,Financial Services,135,Minneapolis,MN
4507,QuestLine,0.5,4300000.0,Energy,29,Columbus,OH
4508,Bojangles' Famous Chicken 'n Biscuits,0.5,348800000.0,Food & Beverage,7681,Charlotte,NC
4509,ObjectVideo,0.5,18900000.0,Software,53,Reston,VA
4510,ReadyTalk,0.5,28900000.0,Telecommunications,149,Denver,CO
4511,Saturn Systems,0.5,3800000.0,Software,41,Duluth,MN
4512,Industrial Revolution,0.5,9200000.0,Consumer Products & Services,20,Tukwila,WA
4513,Tribeca Flashpoint Academy,0.5,12600000.0,Education,103,Chicago,IL
4514,TechSmith,0.5,51400000.0,Software,249,Okemos,MI
4515,Klassen,0.5,54700000.0,Construction,62,Bakersfield,CA
4516,MoJo Active,0.5,2300000.0,Advertising & Marketing,20,Watsontown,PA
4517,The Outsource Group,0.5,112100000.0,Financial Services,1417,St. Louis,MO
4518,Emergent Medical Associates,0.5,85200000.0,Health,359,Manhattan Beach,CA
4519,Droisys,0.5,10600000.0,IT Services,102,Santa Clara,CA
4520,Inspired eLearning,1.51,5700000.0,Business Products & Services,40,San Antonio,TX
4521,James River Transportation,0.5,12600000.0,Logistics & Transportation,281,Richmond,VA
4522,Geneva Worldwide,0.5,7400000.0,Business Products & Services,30,new york,NY
4523,Bluware,0.49,15800000.0,Software,89,Houston,TX
4524,BioHorizons,0.49,103200000.0,Health,317,Hoover,AL
4525,Murthy Law Firm,0.49,12000000.0,Business Products & Services,88,Owings Mills,MD
4526,Dogtopia,0.49,3300000.0,Consumer Products & Services,65,North Bethesda,MD
4527,The AME Group,0.49,16200000.0,IT Services,156,Vincennes,IN
4528,UPS Protection,0.49,2300000.0,IT Services,7,Anaheim,CA
4529,Cobb Pediatric Therapy Services,0.49,10100000.0,Health,180,Kennesaw,GA
4530,DocuSource,0.49,31000000.0,Business Products & Services,80,cerritos,CA
4531,Link Staffing Services,0.49,92900000.0,Business Products & Services,65,Houston,TX
