ICD.Chapter,State,Year,Deaths,Population,Crude.Rate
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2000,666,8414350,7.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2001,686,8492671,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2002,583,8552643,6.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2003,793,8601402,9.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2004,882,8634561,10.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2005,780,8651974,9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2006,1028,8661679,11.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2007,1315,8677885,15.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2008,1018,8711090,11.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2009,2298,8755602,26.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NJ,2010,952,8791894,10.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,1999,138,1808082,7.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2000,149,1819046,8.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2001,184,1831690,10
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2002,168,1855309,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2003,163,1877574,8.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2004,132,1903808,6.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2005,95,1932274,4.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2006,86,1962137,4.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2007,103,1990070,5.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2008,91,2010662,4.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2009,136,2036802,6.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NM,2010,81,2059179,3.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,1999,1787,18882725,9.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2000,2652,18976457,14
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2001,1498,19082838,7.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2002,2444,19137800,12.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2003,2247,19175939,11.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2004,2684,19171567,14
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2005,2761,19132610,14.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2006,1042,19104631,5.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2007,1004,19132335,5.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2008,1150,19212436,6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2009,1403,19307066,7.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NY,2010,1209,19378102,6.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,1999,579,7949361,7.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2000,534,8049313,6.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2001,747,8210122,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2002,641,8326201,7.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2003,682,8422501,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2004,667,8553152,7.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2005,772,8705407,8.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2006,946,8917270,10.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2007,781,9118037,8.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2008,537,9309449,5.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2009,718,9449566,7.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",NC,2010,1110,9535483,11.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,1999,78,644259,12.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2000,58,642200,9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2001,66,639062,10.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2002,70,638168,11
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2003,51,638817,8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2004,41,644705,6.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2005,47,646089,7.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2006,49,649422,7.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2007,40,652822,6.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2008,31,657569,4.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2009,61,664968,9.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",ND,2010,73,672591,10.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,1999,1669,11335454,14.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2000,1523,11353140,13.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2001,1274,11387404,11.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2002,1236,11407889,10.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2003,2164,11434788,18.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2004,1048,11452251,9.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2005,1246,11463320,10.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2006,839,11481213,7.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2007,875,11500468,7.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2008,988,11515391,8.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2009,3134,11528896,27.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OH,2010,1414,11536504,12.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,1999,384,3437147,11.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2000,281,3450654,8.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2001,303,3467100,8.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2002,563,3489080,16.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2003,281,3504892,8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2004,288,3525233,8.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2005,346,3548597,9.8
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2006,327,3594090,9.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2007,378,3634349,10.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2008,699,3668976,19.1
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2009,332,3717572,8.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OK,2010,413,3751351,11
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,1999,772,3393941,22.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2000,1051,3421399,30.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2001,753,3467937,21.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2002,513,3513424,14.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2003,553,3547376,15.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2004,425,3569463,11.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2005,399,3613202,11
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2006,595,3670883,16.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2007,583,3722417,15.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2008,698,3768748,18.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2009,660,3808600,17.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",OR,2010,565,3831074,14.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,1999,1619,12263805,13.2
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2000,1643,12281054,13.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2001,2269,12298970,18.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2002,2403,12331031,19.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2003,1898,12374658,15.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2004,1906,12410722,15.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2005,2067,12449990,16.6
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2006,2591,12510809,20.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2007,2177,12563937,17.3
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2008,2132,12612285,16.9
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2009,2203,12666858,17.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",PA,2010,2356,12702379,18.5
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",RI,1999,90,1040402,8.7
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",RI,2000,67,1048319,6.4
"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",RI,2001,26,1057142,2.5
